GCP_Replicated_Project,ProductArea,GCP_Replicated_Dataset,GCP_Replicated_Table,TD_Database_Name,TD_Object_Name,Target_Project,Target_Dataset,Target_View_Name,BQ_View,Collate_View_Created,UG_Classification,K45_Created,Need_Historical_Data,Script_Count,Flipped_Date,Comments,In_Master_Sheet,Unnamed_18,Temp,Bizdo_Tablename,Replication_Dag_Name,Replication_Dag_Schedule,Modernized_Project,Modernized_Table,Modernized_Dag_Name,Modernized_Dag_Schedule
vzw-mkt-ds-customer-21,,ds_billing_164,billing_xref_6940,MKT_UDA_177,billing_xref_6940,vzw-mkt-ds-customer-21,ds_finance_014,billing_xref_6940,vz-it-pr-gk1v-edwdo-0.cdi_crm_tblsv.data_svc_sales_curr,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_fact_6941,MKT_UDA_177,marketing_fact_6941,vzw-mkt-ds-customer-21,ds_finance_014,marketing_fact_6941,vz-it-pr-gk1v-edwdo-0.cdi_crm_tblsv.dbm_leadlist,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,network_summary_6943,MKT_UDA_177,network_summary_6943,vzw-mkt-ds-customer-21,ds_finance_014,network_summary_6943,vz-it-pr-gk1v-edwdo-0.cdi_crm_tblsv.dbm_smart_cart_lead_list,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,sales_xref_6944,EDW_PRD_173,sales_xref_6944,vzw-mkt-ds-customer-21,ds_customer_010,sales_xref_6944,vz-it-pr-gk1v-edwdo-0.bcms_tblsv.dbr_base,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,inventory_fact_6945,EDW_PRD_173,inventory_fact_6945,vzw-mkt-ds-customer-21,ds_customer_010,inventory_fact_6945,vz-it-pr-gk1v-edwdo-0.bcms_tblsv.dbr_cust,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_dim_6946,MKT_UDA_219,marketing_dim_6946,vzw-mkt-ds-customer-21,ds_inventory_055,marketing_dim_6946,vz-it-pr-gk1v-edwdo-0.edw_sum_vw.dcx_metrics,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,billing_master_6947,MKT_UDA_263,billing_master_6947,vzw-mkt-ds-customer-21,ds_finance_107,billing_master_6947,vz-it-pr-gk1v-edwdo-0.rcms_userv.delete_link_usage,Yes,,,,,,,,,,,,,,,,
vzw-ops-pl-customer-18,,ds_network_156,support_detail_1538,STG_LNDG_253,customer_lookup_6949,vzw-ops-pl-customer-18,ds_customer_096,customer_lookup_6949,vz-it-pr-gk1v-bizdo-0.ntl_prdusr_allvm.device_backlog_v,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.DEVICE_BACKLOG,dg_gk1v_edwpr_tpt_mrkt_device_backlog,"""30 12 * * *""",,,,
vzw-fin-st-inventory-20,,ds_billing_146,sales_master_6950,MKT_UDA_177,finance_lookup_6951,vzw-mkt-ds-customer-21,ds_finance_014,finance_lookup_6951,vz-it-pr-gk1v-edwdo-0.cdi_crm_tblsv.device_detail_monthly,Yes,,,,,,,,,,,,,,,,
vzw-fin-st-inventory-20,,ds_inventory_162,support_master_6952,EDW_PRD_247,inventory_lookup_6953,vzw-mkt-ds-customer-21,ds_marketing_090,inventory_lookup_6953,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.device_dp_map_v,Yes,,,,,11/18/2025,Pointing to modernized table udm_prd_tbls.device_dp_map,Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.device_dp_map,"dg_gk1v_edwdo_wls_udm_dmd_my_handsets_prod_my_models
dg_gk1v_edwdo_wls_udm_bi_rpt_price_plan","At 00:31, every day"
vzw-fin-st-inventory-20,,ds_inventory_162,sales_dim_1544,EDW_PRD_247,billing_summary_6955,vzw-mkt-ds-customer-21,ds_marketing_090,billing_summary_6955,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.device_dual_sim_pair_v,Yes,,,,,11/18/2025,Pointing to modernized table udm_prd_tbls.device_dual_sim_pair,Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.device_dual_sim_pair,dg_gk1v_edwpr_wls_dmd_imei_pair,"At 08:00, every day"
vzw-ops-pl-customer-18,,ds_network_156,inventory_summary_6956,STG_LNDG_253,inventory_summary_6956,vzw-ops-pl-customer-18,ds_customer_096,inventory_summary_6956,vz-it-pr-gk1v-bizdo-0.ntl_prdusr_allvm.device_ref,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.device_ref,dg_gk1v_edwdo_mrkt_device_ref,"""07 13 * * *""",,,,
vzw-mkt-ds-customer-21,,ds_billing_164,inventory_detail_6957,MKT_UDA_177,inventory_detail_6957,vzw-mkt-ds-customer-21,ds_finance_014,inventory_detail_6957,vz-it-pr-gk1v-edwdo-0.cdi_crm_tblsv.dgc_dine_mov_offer,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_dim_6958,EDW_PRD_247,finance_detail_6959,vzw-mkt-ds-customer-21,ds_marketing_090,finance_detail_6959,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.digital_browse_lead_v,Yes,,,,,,,,,,,,,,,,
vzw-fin-st-inventory-20,,ds_sales_151,finance_dim_6960,EDW_PRD_248,finance_dim_6960,vzw-mkt-ds-customer-21,ds_marketing_091,finance_dim_6960,vz-it-pr-gk1v-edwdo-0.ntl_prd_itvm.digital_campaign_vcg,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",No,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_campaign_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,finance_dim_6960,OPS_DATA_295,network_master_6961,vzw-mkt-ds-customer-21,ds_finance_165,network_master_6961,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_campaign_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_campaign_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,support_summary_6962,OPS_DATA_295,support_fact_6963,vzw-mkt-ds-customer-21,ds_finance_165,support_fact_6963,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_event_search_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_event_search_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,customer_master_6964,OPS_DATA_295,finance_lookup_6965,vzw-mkt-ds-customer-21,ds_finance_165,finance_lookup_6965,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_event_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_event_vcg,,
vzw-ops-pl-customer-18,,ds_network_156,inventory_fact_6966,EDW_PRD_249,inventory_fact_6966,vzw-ops-pl-customer-18,ds_billing_092,inventory_fact_6966,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.digital_funnel_dashboard_metrics,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.digital_funnel_dashboard_metrics,dg_gk1v_edwpr_tpt_mrkt_digital_funnel_dashboard_metrics,"""15 12 * * *""",,,,
vzw-fin-st-inventory-20,,ds_sales_151,marketing_master_6967,OPS_DATA_295,inventory_summary_6968,vzw-mkt-ds-customer-21,ds_finance_165,inventory_summary_6968,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_link_click_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_link_click_vcg,,
vzw-mkt-ds-customer-21,,ds_billing_164,sales_detail_6969,EDW_PRD_255,sales_detail_6969,vzw-mkt-ds-customer-21,ds_customer_099,sales_detail_6969,vz-it-pr-gk1v-edwdo-0.pega_tblsv.digital_nbo_feedback,Yes,,,,,,,,,,,,,,,,
vzw-fin-st-inventory-20,,ds_sales_151,inventory_xref_6970,OPS_DATA_295,finance_fact_6971,vzw-mkt-ds-customer-21,ds_finance_165,finance_fact_6971,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_order_product_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_order_product_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,network_lookup_6972,OPS_DATA_295,network_lookup_6973,vzw-mkt-ds-customer-21,ds_finance_165,network_lookup_6973,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_order_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_order_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,inventory_lookup_6974,EDW_PRD_248,inventory_lookup_6974,vzw-mkt-ds-customer-21,ds_marketing_091,inventory_lookup_6974,vz-it-pr-gk1v-edwdo-0.ntl_prd_itvm.digital_page_view_vcg,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",No,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_page_view_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,inventory_lookup_6974,OPS_DATA_295,support_xref_6975,vzw-mkt-ds-customer-21,ds_finance_165,support_xref_6975,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_page_view_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_page_view_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,billing_detail_6976,OPS_DATA_295,sales_lookup_6977,vzw-mkt-ds-customer-21,ds_finance_165,sales_lookup_6977,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_personalization_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",No,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_personalization_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,finance_dim_6978,OPS_DATA_295,support_lookup_6979,vzw-mkt-ds-customer-21,ds_finance_165,support_lookup_6979,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_prod_view_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_prod_view_vcg,,
vzw-fin-st-inventory-20,,ds_inventory_162,network_xref_6980,EDW_PRD_247,customer_fact_6981,vzw-mkt-ds-customer-21,ds_marketing_090,customer_fact_6981,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.digital_rfscore_acct_v,Yes,,,,,11/18/2025,Pointing to modernized table ntl_prd_tbls.digital_rfscore_acct,Yes,,,,,,vzw-it-pr-billing-00,ntl_prd_tbls.digital_rfscore_acct,dg_gk1v_edwdo_wls_udm_dm_dmstg_drfe_care_call,"At 23:45, day 4"
vzw-fin-st-inventory-20,,ds_inventory_162,support_dim_6982,EDW_PRD_247,marketing_fact_6983,vzw-mkt-ds-customer-21,ds_marketing_090,marketing_fact_6983,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.digital_rfscore_line_v,Yes,,,,,11/18/2025,Pointing to modernized table ntl_prd_tbls.digital_rfscore_line,Yes,,,,,,vzw-it-pr-billing-00,ntl_prd_tbls.digital_rfscore_line,dg_gk1v_edwdo_wls_udm_dm_dmstg_drfe_care_call,"At 23:45, day 4"
vzw-fin-st-inventory-20,,ds_sales_151,sales_dim_6984,OPS_DATA_295,network_detail_6985,vzw-mkt-ds-customer-21,ds_finance_165,network_detail_6985,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_shop_cart_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_shop_cart_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,support_lookup_6986,OPS_DATA_295,support_summary_6987,vzw-mkt-ds-customer-21,ds_finance_165,support_summary_6987,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_target_activity_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",No,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_target_activity_vcg,,
vzw-fin-st-inventory-20,,ds_sales_151,marketing_xref_6988,OPS_DATA_295,sales_summary_6989,vzw-mkt-ds-customer-21,ds_finance_165,sales_summary_6989,vz-it-pr-gk1v-edwdo-0.vzweb_prd_allvm.digital_testing_experience_vcg_v,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",No,,,,,,vzw-it-pr-customer-03,vz-it-pr-gk1v-cwlspr-0.vzw_cja_prd_tbls.digital_testing_experience_vcg,,
vzw-mkt-ds-customer-21,,ds_billing_164,inventory_master_6990,OPS_DATA_284,inventory_master_6990,vzw-mkt-ds-customer-21,ds_finance_131,inventory_master_6990,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_call_center,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,customer_master_6991,OPS_DATA_284,customer_master_6991,vzw-mkt-ds-customer-21,ds_finance_131,customer_master_6991,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_call_svc_region,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,inventory_lookup_6992,EDW_PRD_292,support_dim_6993,vzw-mkt-ds-customer-21,ds_finance_143,support_dim_6993,vz-it-pr-gk1v-edwdo-0.vzi_rptsv.dim_call_type_v,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_summary_6995,EDW_PRD_292,finance_dim_6996,vzw-mkt-ds-customer-21,ds_finance_143,finance_dim_6996,vz-it-pr-gk1v-edwdo-0.vzi_rptsv.dim_center_name_v,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,sales_fact_6998,STG_LNDG_245,sales_fact_6998,vzw-mkt-ds-customer-21,ds_inventory_088,sales_fact_6998,vz-it-pr-gk1v-edwdo-0.norm_tblsv.dim_class_service,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,inventory_detail_6999,STG_LNDG_245,inventory_detail_6999,vzw-mkt-ds-customer-21,ds_inventory_088,inventory_detail_6999,vz-it-pr-gk1v-edwdo-0.norm_tblsv.dim_cust_type,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_master_7000,STG_LNDG_245,finance_master_7000,vzw-mkt-ds-customer-21,ds_inventory_088,finance_master_7000,vz-it-pr-gk1v-edwdo-0.norm_tblsv.dim_date,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,customer_xref_7002,EDW_PRD_292,support_xref_7003,vzw-mkt-ds-customer-21,ds_finance_143,support_xref_7003,vz-it-pr-gk1v-edwdo-0.vzi_rptsv.dim_fcr2_agent_hracy_v,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,Service,ds_billing_164,support_dim_7004,EDW_PRD_292,billing_lookup_7005,vzw-mkt-ds-customer-21,ds_finance_143,billing_lookup_7005,vz-it-pr-gk1v-edwdo-0.vzi_rptsv.dim_fcr2_agent_lob_v,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,support_fact_7008,STG_LNDG_245,support_fact_7008,vzw-mkt-ds-customer-21,ds_inventory_088,support_fact_7008,vz-it-pr-gk1v-edwdo-0.norm_tblsv.dim_hierarchy,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,inventory_lookup_7009,STG_LNDG_245,inventory_lookup_7009,vzw-mkt-ds-customer-21,ds_inventory_088,inventory_lookup_7009,vz-it-pr-gk1v-edwdo-0.norm_tblsv.dim_line_of_business,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_dim_7010,OPS_DATA_284,marketing_dim_7010,vzw-mkt-ds-customer-21,ds_finance_131,marketing_dim_7010,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_affinity_domain,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_master_7011,OPS_DATA_284,finance_master_7011,vzw-mkt-ds-customer-21,ds_finance_131,finance_master_7011,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_agency,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,customer_summary_7012,OPS_DATA_284,customer_summary_7012,vzw-mkt-ds-customer-21,ds_finance_131,customer_summary_7012,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_bdms_mdu_mtu,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,billing_master_7013,OPS_DATA_284,billing_master_7013,vzw-mkt-ds-customer-21,ds_finance_131,billing_master_7013,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_blip_status,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,support_lookup_7014,OPS_DATA_284,support_lookup_7014,vzw-mkt-ds-customer-21,ds_finance_131,support_lookup_7014,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_bundle_cmpnt,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_detail_7015,OPS_DATA_284,marketing_detail_7015,vzw-mkt-ds-customer-21,ds_finance_131,marketing_detail_7015,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_bundle_type,Yes,,,,,,,,,,,,,,,,
vzw-fin-st-inventory-20,,ds_billing_146,network_xref_7016,OPS_DATA_284,network_xref_7016,vzw-mkt-ds-customer-21,ds_finance_131,network_xref_7016,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_dscnct_rsn,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,inventory_master_7017,OPS_DATA_284,inventory_master_7017,vzw-mkt-ds-customer-21,ds_finance_131,inventory_master_7017,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_fncl_lob_hier,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_dim_7018,OPS_DATA_284,marketing_dim_7018,vzw-mkt-ds-customer-21,ds_finance_131,marketing_dim_7018,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_mkt_seg,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_master_7019,OPS_DATA_284,finance_master_7019,vzw-mkt-ds-customer-21,ds_finance_131,finance_master_7019,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_no_trkoll_rsn,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_summary_7020,OPS_DATA_284,marketing_summary_7020,vzw-mkt-ds-customer-21,ds_finance_131,marketing_summary_7020,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_prod,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,network_summary_7021,OPS_DATA_284,network_summary_7021,vzw-mkt-ds-customer-21,ds_finance_131,network_summary_7021,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_slip_status,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,customer_fact_7022,OPS_DATA_284,customer_fact_7022,vzw-mkt-ds-customer-21,ds_finance_131,customer_fact_7022,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_slscd_agency,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_lookup_7023,OPS_DATA_284,marketing_lookup_7023,vzw-mkt-ds-customer-21,ds_finance_131,marketing_lookup_7023,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_slscd_chnl_brdg_hier,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_xref_7024,OPS_DATA_284,finance_xref_7024,vzw-mkt-ds-customer-21,ds_finance_131,finance_xref_7024,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_slscd_chnl_bridge,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_master_7025,OPS_DATA_284,marketing_master_7025,vzw-mkt-ds-customer-21,ds_finance_131,marketing_master_7025,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_speed,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_dim_7026,OPS_DATA_284,finance_dim_7026,vzw-mkt-ds-customer-21,ds_finance_131,finance_dim_7026,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_state,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,network_xref_7027,OPS_DATA_284,network_xref_7027,vzw-mkt-ds-customer-21,ds_finance_131,network_xref_7027,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_sub_region,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,customer_detail_7028,OPS_DATA_284,customer_detail_7028,vzw-mkt-ds-customer-21,ds_finance_131,customer_detail_7028,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_tv_pkg,Yes,,,,,,,,,,,,,,,,
vzw-fin-st-inventory-20,,ds_billing_146,inventory_detail_7029,OPS_DATA_284,inventory_detail_7029,vzw-mkt-ds-customer-21,ds_finance_131,inventory_detail_7029,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_vas_ppp,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,network_dim_7030,OPS_DATA_284,network_dim_7030,vzw-mkt-ds-customer-21,ds_finance_131,network_dim_7030,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_voice_pkg,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_master_7031,OPS_DATA_284,finance_master_7031,vzw-mkt-ds-customer-21,ds_finance_131,finance_master_7031,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_wc_clli_competr,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,customer_fact_7032,OPS_DATA_284,customer_fact_7032,vzw-mkt-ds-customer-21,ds_finance_131,customer_fact_7032,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_wcclli_hier,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,billing_master_7033,OPS_DATA_284,billing_master_7033,vzw-mkt-ds-customer-21,ds_finance_131,billing_master_7033,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_oms_zip_dma,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,support_detail_7034,STG_LNDG_202,finance_detail_7035,vzw-mkt-ds-customer-21,ds_sales_038,finance_detail_7035,vz-it-pr-gk1v-edwdo-0.dw_astchnl_tblsv.dim_pega_norecomm_reason_v,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,support_fact_7036,OPS_DATA_284,support_fact_7036,vzw-mkt-ds-customer-21,ds_finance_131,support_fact_7036,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_prod_ssp,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,support_summary_7037,STG_LNDG_245,support_summary_7037,vzw-mkt-ds-customer-21,ds_inventory_088,support_summary_7037,vz-it-pr-gk1v-edwdo-0.norm_tblsv.dim_product_type,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,customer_master_7038,OPS_DATA_284,customer_master_7038,vzw-mkt-ds-customer-21,ds_finance_131,customer_master_7038,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_repair_disposition,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,billing_xref_7039,STG_LNDG_245,billing_xref_7039,vzw-mkt-ds-customer-21,ds_inventory_088,billing_xref_7039,vz-it-pr-gk1v-edwdo-0.norm_tblsv.dim_report_cat,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,finance_detail_7040,OPS_DATA_284,finance_detail_7040,vzw-mkt-ds-customer-21,ds_finance_131,finance_detail_7040,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_sls_ssp_account_pending_full_disc,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,billing_summary_7041,OPS_DATA_284,billing_summary_7041,vzw-mkt-ds-customer-21,ds_finance_131,billing_summary_7041,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_sls_ssp_turnaround_offer_taken_agg,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,support_detail_7042,EDW_PRD_292,billing_summary_7043,vzw-mkt-ds-customer-21,ds_finance_143,billing_summary_7043,vz-it-pr-gk1v-edwdo-0.vzi_rptsv.dim_svc_region_v,Yes,,,,,,,,,,,,,,,,
vzw-fin-st-inventory-20,,ds_billing_146,support_master_7044,STG_LNDG_245,support_master_7044,vzw-mkt-ds-customer-21,ds_inventory_088,support_master_7044,vz-it-pr-gk1v-edwdo-0.norm_tblsv.dim_trouble,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,customer_fact_7046,OPS_DATA_284,customer_fact_7046,vzw-mkt-ds-customer-21,ds_finance_131,customer_fact_7046,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_udm_emp_ldap_dtl,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,network_detail_7047,OPS_DATA_284,network_detail_7047,vzw-mkt-ds-customer-21,ds_finance_131,network_detail_7047,vz-it-pr-gk1v-edwdo-0.udm_tblsv.dim_udm_lob,Yes,,,,,,,,,,,,,,,,
vzw-fin-st-inventory-20,,ds_inventory_162,customer_master_7049,MKT_UDA_184,customer_master_7049,vzw-mkt-ds-customer-21,ds_sales_021,customer_master_7049,vz-it-pr-gk1v-edwdo-0.cntldw_prdusr_tbls.discos_fcst_js,Yes,,,,,,,,,,,,,,,,
